scenarios,locs,techs,carriers,units,flow_out_sum
scen_0,PRT_1,battery,electricity,kilogram,2186627.023973747
scen_0,PRT_2,battery,electricity,kilogram,2392524.3514573355
scen_0,PRT_1,biofuel_boiler,heat,megajoule,32291365319.295486
scen_0,PRT_2,biofuel_boiler,heat,megajoule,1392863.5210272877
scen_0,PRT_1,biofuel_supply,biofuel,kilogram,2324535827.387161
scen_0,PRT_2,biofuel_supply,biofuel,kilogram,1836743801.9986584
scen_0,PRT_1,biofuel_to_diesel,diesel,kilogram,143060795.33757237
scen_0,PRT_2,biofuel_to_diesel,diesel,kilogram,134864602.96156612
scen_0,PRT_1,biofuel_to_methane,methane,cubic meter,102657130.16304854
scen_0,PRT_2,biofuel_to_methane,methane,cubic meter,82053854.19021083
scen_0,PRT_1,biofuel_to_methanol,methanol,kilogram,121004627.922645
scen_0,PRT_2,biofuel_to_methanol,methanol,kilogram,977077808.6059113
scen_0,PRT_1,ccgt,electricity,kilowatt hour,20144.593333594963
scen_0,PRT_2,ccgt,electricity,kilowatt hour,13881.400346505443
scen_0,PRT_1,chp_biofuel_extraction,electricity,kilowatt hour,85868.97253694251
scen_0,PRT_1,chp_biofuel_extraction,heat,megajoule,521146.1301012058
scen_0,PRT_2,chp_biofuel_extraction,electricity,kilowatt hour,69678.05661823627
scen_0,PRT_2,chp_biofuel_extraction,heat,megajoule,455502.6307597508
scen_0,PRT_1,chp_methane_extraction,electricity,kilowatt hour,58922.120918414126
scen_0,PRT_1,chp_methane_extraction,heat,megajoule,66611.99458375014
scen_0,PRT_2,chp_methane_extraction,electricity,kilowatt hour,42637.43026537456
scen_0,PRT_2,chp_methane_extraction,heat,megajoule,49072.849585717966
scen_0,PRT_1,chp_wte_back_pressure,electricity,kilowatt hour,223115113.8365524
scen_0,PRT_1,chp_wte_back_pressure,heat,megajoule,25482.1985840029
scen_0,PRT_2,chp_wte_back_pressure,electricity,kilowatt hour,218359715.42980307
scen_0,PRT_2,chp_wte_back_pressure,heat,megajoule,27329.759038686498
scen_0,PRT_ESP-sink,el_import,electricity,kilowatt hour,6454952493.619019
scen_0,PRT_1,existing_pv,electricity,kilowatt hour,311011200.0922836
scen_0,PRT_1,existing_pv,electricity,kilowatt hour,160490714.34690043
scen_0,PRT_1,existing_pv,electricity,kilowatt hour,309945846.7631529
scen_0,PRT_1,existing_pv,electricity,kilowatt hour,817217915.1759248
scen_0,PRT_1,existing_pv,electricity,kilowatt hour,173708674.4355432
scen_0,PRT_1,existing_wind,electricity,kilowatt hour,350337334.5550663
scen_0,PRT_1,existing_wind,electricity,kilowatt hour,1475959892.5706432
scen_0,PRT_1,existing_wind,electricity,kilowatt hour,370790621.5308352
scen_0,PRT_1,existing_wind,electricity,kilowatt hour,336656545.6530771
scen_0,PRT_1,existing_wind,electricity,kilowatt hour,100028045.71686777
scen_0,PRT_1,existing_wind,electricity,kilowatt hour,294555492.0654008
scen_0,PRT_1,existing_wind,electricity,kilowatt hour,2459673136.6179614
scen_0,PRT_1,existing_wind,electricity,kilowatt hour,2027260244.1186244
scen_0,PRT_1,existing_wind,electricity,kilowatt hour,364.76967021947536
scen_0,PRT_1,existing_wind,electricity,kilowatt hour,2353953496.2425146
scen_0,PRT_1,existing_wind,electricity,kilowatt hour,511418982.79124475
scen_0,PRT_1,existing_wind,electricity,kilowatt hour,1019781937.0607398
scen_0,PRT_1,existing_wind,electricity,kilowatt hour,500855443.7339012
scen_0,PRT_1,existing_wind,electricity,kilowatt hour,2122173130.3326514
scen_0,PRT_1,existing_wind,electricity,kilowatt hour,1438099146.256956
scen_0,PRT_1,existing_wind,electricity,kilowatt hour,922156208.5065993
scen_0,PRT_1,heat_storage_big,heat,unit,32750.6789165293
scen_0,PRT_2,heat_storage_big,heat,unit,35057.07213752601
scen_0,PRT_1,heat_storage_small,heat,unit,1836552.0507097673
scen_0,PRT_2,heat_storage_small,heat,unit,1775887.6288204012
scen_0,PRT_1,hydro_reservoir,electricity,kilowatt hour,2157392847.8847084
scen_0,PRT_2,hydro_reservoir,electricity,kilowatt hour,393940793.2945773
scen_0,PRT_1,hydro_run_of_river,electricity,kilowatt hour,2519490705.965859
scen_0,PRT_2,hydro_run_of_river,electricity,kilowatt hour,376776210.3658963
scen_0,PRT_1,methane_boiler,heat,megajoule,786299.5074964166
scen_0,PRT_2,methane_boiler,heat,megajoule,466480.9813737708
scen_0,PRT_1,methane_storage,methane,unit,2892.6771440010743
scen_0,PRT_2,methane_storage,methane,unit,2930.7961289037003
scen_0,PRT_1,open_field_pv,electricity,kilowatt hour,2936909.2732455838
scen_0,PRT_1,open_field_pv,electricity,kilowatt hour,17373978537.152752
scen_0,PRT_1,open_field_pv,electricity,kilowatt hour,627144.386803382
scen_0,PRT_1,open_field_pv,electricity,kilowatt hour,730258.4761483712
scen_0,PRT_1,open_field_pv,electricity,kilowatt hour,1426362.983465245
scen_0,PRT_1,open_field_pv,electricity,kilowatt hour,608558.2619740313
scen_0,PRT_1,open_field_pv,electricity,kilowatt hour,812692.2832661135
scen_0,PRT_1,open_field_pv,electricity,kilowatt hour,395797.73686298594
scen_0,PRT_1,open_field_pv,electricity,kilowatt hour,996103.6418456525
scen_0,PRT_1,open_field_pv,electricity,kilowatt hour,1247732.990615663
scen_0,PRT_1,open_field_pv,electricity,kilowatt hour,1249172.3934173961
scen_0,PRT_1,open_field_pv,electricity,kilowatt hour,457780.253125068
scen_0,PRT_1,open_field_pv,electricity,kilowatt hour,1601143.5772975637
scen_0,PRT_1,open_field_pv,electricity,kilowatt hour,40966621875.08711
scen_0,PRT_1,open_field_pv,electricity,kilowatt hour,1569367.276178002
scen_0,PRT_1,open_field_pv,electricity,kilowatt hour,858192.9821142827
scen_0,PRT_1,open_field_pv,electricity,kilowatt hour,39447363285.14897
scen_0,PRT_1,pumped_hydro,electricity,kilowatt hour,7851489989.176382
scen_0,PRT_2,pumped_hydro,electricity,kilowatt hour,1308997113.3567877
scen_0,PRT_1,roof_mounted_pv,electricity,kilowatt hour,42594.165577476095
scen_0,PRT_1,roof_mounted_pv,electricity,kilowatt hour,43610.48576215919
scen_0,PRT_1,roof_mounted_pv,electricity,kilowatt hour,45133.034279152125
scen_0,PRT_1,roof_mounted_pv,electricity,kilowatt hour,33507.21774022264
scen_0,PRT_1,roof_mounted_pv,electricity,kilowatt hour,48664.724625864175
scen_0,PRT_1,roof_mounted_pv,electricity,kilowatt hour,37939.388346501044
scen_0,PRT_1,roof_mounted_pv,electricity,kilowatt hour,40575.02142381442
scen_0,PRT_1,roof_mounted_pv,electricity,kilowatt hour,37299.368507021616
scen_0,PRT_1,roof_mounted_pv,electricity,kilowatt hour,44258.58026087061
scen_0,PRT_1,roof_mounted_pv,electricity,kilowatt hour,2.9846119665045463
scen_0,PRT_1,roof_mounted_pv,electricity,kilowatt hour,40624.03310730279
scen_0,PRT_1,roof_mounted_pv,electricity,kilowatt hour,43625.33612630097
scen_0,PRT_1,roof_mounted_pv,electricity,kilowatt hour,41138.349944589696
scen_0,PRT_1,roof_mounted_pv,electricity,kilowatt hour,46627.77117493041
scen_0,PRT_1,roof_mounted_pv,electricity,kilowatt hour,38672.3974414381
scen_0,PRT_1,roof_mounted_pv,electricity,kilowatt hour,41920.972133481075
scen_0,PRT_1,roof_mounted_pv,electricity,kilowatt hour,42552.779034220745
scen_0,PRT_1,roof_mounted_pv,electricity,kilowatt hour,44403.53070887512
scen_0,PRT_1,waste_supply,waste,kilowatt hour,1028180248.0947118
scen_0,PRT_2,waste_supply,waste,kilowatt hour,1006265969.7225946
scen_0,PRT_1,wind_offshore,electricity,kilowatt hour,88225.07017230029
scen_0,PRT_1,wind_offshore,electricity,kilowatt hour,103115.08045884066
scen_0,PRT_1,wind_offshore,electricity,kilowatt hour,62708.549686238286
scen_0,PRT_1,wind_offshore,electricity,kilowatt hour,74036.1799222436
scen_0,PRT_1,wind_offshore,electricity,kilowatt hour,84853.61402917151
scen_0,PRT_1,wind_offshore,electricity,kilowatt hour,66638.42684947672
scen_0,PRT_1,wind_offshore,electricity,kilowatt hour,337.2400206299344
scen_0,PRT_1,wind_offshore,electricity,kilowatt hour,23771.28106193383
scen_0,PRT_1,wind_offshore,electricity,kilowatt hour,84026.83214455601
scen_0,PRT_1,wind_offshore,electricity,kilowatt hour,63209.03202748667
scen_0,PRT_1,wind_offshore,electricity,kilowatt hour,67140.76852269385
scen_0,PRT_1,wind_offshore,electricity,kilowatt hour,118948.55503187959
scen_0,PRT_1,wind_onshore,electricity,kilowatt hour,995368.8742242359
scen_0,PRT_1,wind_onshore,electricity,kilowatt hour,1231811.2251628425
scen_0,PRT_1,wind_onshore,electricity,kilowatt hour,1840346.7301539115
scen_0,PRT_1,wind_onshore,electricity,kilowatt hour,1711801.4962592334
scen_0,PRT_1,wind_onshore,electricity,kilowatt hour,322644.0553903122
scen_0,PRT_1,wind_onshore,electricity,kilowatt hour,1383320.95101817
scen_0,PRT_1,wind_onshore,electricity,kilowatt hour,2060231.3982547903
scen_0,PRT_1,wind_onshore,electricity,kilowatt hour,595591.1769345164
scen_0,PRT_1,wind_onshore,electricity,kilowatt hour,454832.2104225949
scen_0,PRT_1,wind_onshore,electricity,kilowatt hour,744.3503981081975
scen_0,PRT_1,wind_onshore,electricity,kilowatt hour,542374.6247082851
scen_0,PRT_1,wind_onshore,electricity,kilowatt hour,2625888.5113971536
scen_0,PRT_1,wind_onshore,electricity,kilowatt hour,502273.5065846439
scen_0,PRT_1,wind_onshore,electricity,kilowatt hour,560059.7588405285
scen_0,PRT_1,wind_onshore,electricity,kilowatt hour,1149094.3149873451
scen_0,PRT_1,wind_onshore,electricity,kilowatt hour,612100.1049420602
scen_0,PRT_1,wind_onshore,electricity,kilowatt hour,1842246.420207235
scen_0,PRT_1,wind_onshore,electricity,kilowatt hour,56156251894.630516
scen_1,PRT_1,battery,electricity,kilogram,3017128733.6448874
scen_1,PRT_2,battery,electricity,kilogram,2861312847.507064
scen_1,PRT_1,biofuel_boiler,heat,megajoule,2239664.970708563
scen_1,PRT_2,biofuel_boiler,heat,megajoule,2483096.186394017
scen_1,PRT_1,biofuel_supply,biofuel,kilogram,330654615.8523545
scen_1,PRT_2,biofuel_supply,biofuel,kilogram,201990126.2981853
scen_1,PRT_1,biofuel_to_diesel,diesel,kilogram,142970247.78774634
scen_1,PRT_2,biofuel_to_diesel,diesel,kilogram,134773082.68154448
scen_1,PRT_1,biofuel_to_methane,methane,cubic meter,12482.233326536993
scen_1,PRT_2,biofuel_to_methane,methane,cubic meter,13301.2510102005
scen_1,PRT_1,biofuel_to_methanol,methanol,kilogram,114284674.52930044
scen_1,PRT_2,biofuel_to_methanol,methanol,kilogram,8258303.332376218
scen_1,PRT_1,ccgt,electricity,kilowatt hour,101939.38133967499
scen_1,PRT_2,ccgt,electricity,kilowatt hour,96056.82196381167
scen_1,PRT_1,chp_biofuel_extraction,electricity,kilowatt hour,318396.587974094
scen_1,PRT_1,chp_biofuel_extraction,heat,megajoule,2244297.593862981
scen_1,PRT_2,chp_biofuel_extraction,electricity,kilowatt hour,327981.65373675525
scen_1,PRT_2,chp_biofuel_extraction,heat,megajoule,2399192.817589815
scen_1,PRT_1,chp_methane_extraction,electricity,kilowatt hour,130556.71836572516
scen_1,PRT_1,chp_methane_extraction,heat,megajoule,1100807.9417920962
scen_1,PRT_2,chp_methane_extraction,electricity,kilowatt hour,122212.78276083127
scen_1,PRT_2,chp_methane_extraction,heat,megajoule,1120492.0089642745
scen_1,PRT_1,chp_wte_back_pressure,electricity,kilowatt hour,223150518.16897592
scen_1,PRT_1,chp_wte_back_pressure,heat,megajoule,264863.2436718531
scen_1,PRT_2,chp_wte_back_pressure,electricity,kilowatt hour,218395119.7620893
scen_1,PRT_2,chp_wte_back_pressure,heat,megajoule,287506.39228291303
scen_1,PRT_ESP-sink,el_import,electricity,kilowatt hour,11612678404.225693
scen_1,PRT_1,existing_pv,electricity,kilowatt hour,308891111.3244627
scen_1,PRT_1,existing_pv,electricity,kilowatt hour,157595057.11674783
scen_1,PRT_1,existing_pv,electricity,kilowatt hour,308039965.55959874
scen_1,PRT_1,existing_pv,electricity,kilowatt hour,814362637.1889457
scen_1,PRT_1,existing_pv,electricity,kilowatt hour,170481537.10712084
scen_1,PRT_1,existing_wind,electricity,kilowatt hour,346682455.7423658
scen_1,PRT_1,existing_wind,electricity,kilowatt hour,1473802349.2973728
scen_1,PRT_1,existing_wind,electricity,kilowatt hour,343991372.24868226
scen_1,PRT_1,existing_wind,electricity,kilowatt hour,326004624.1968011
scen_1,PRT_1,existing_wind,electricity,kilowatt hour,81390987.35253558
scen_1,PRT_1,existing_wind,electricity,kilowatt hour,284637970.3973504
scen_1,PRT_1,existing_wind,electricity,kilowatt hour,2457644463.924295
scen_1,PRT_1,existing_wind,electricity,kilowatt hour,2025285434.6998816
scen_1,PRT_1,existing_wind,electricity,kilowatt hour,114169.17190255864
scen_1,PRT_1,existing_wind,electricity,kilowatt hour,2351938081.049175
scen_1,PRT_1,existing_wind,electricity,kilowatt hour,476819400.7212322
scen_1,PRT_1,existing_wind,electricity,kilowatt hour,1017599990.8699846
scen_1,PRT_1,existing_wind,electricity,kilowatt hour,497678242.09466815
scen_1,PRT_1,existing_wind,electricity,kilowatt hour,2105229167.097301
scen_1,PRT_1,existing_wind,electricity,kilowatt hour,1436457422.2099245
scen_1,PRT_1,existing_wind,electricity,kilowatt hour,871209034.2385423
scen_1,PRT_1,heat_storage_big,heat,unit,114668.52450792243
scen_1,PRT_2,heat_storage_big,heat,unit,150460.07697645263
scen_1,PRT_1,heat_storage_small,heat,unit,493965476.3859866
scen_1,PRT_2,heat_storage_small,heat,unit,24411820.640873216
scen_1,PRT_1,hydro_reservoir,electricity,kilowatt hour,2159077623.156326
scen_1,PRT_2,hydro_reservoir,electricity,kilowatt hour,394078597.42149264
scen_1,PRT_1,hydro_run_of_river,electricity,kilowatt hour,2261485451.313285
scen_1,PRT_2,hydro_run_of_river,electricity,kilowatt hour,331322865.9952011
scen_1,PRT_1,methane_boiler,heat,megajoule,1206995.420757377
scen_1,PRT_2,methane_boiler,heat,megajoule,1316400.3417913828
scen_1,PRT_1,methane_storage,methane,unit,2823.3357417985276
scen_1,PRT_2,methane_storage,methane,unit,2869.169727355412
scen_1,PRT_1,open_field_pv,electricity,kilowatt hour,42082340202.715454
scen_1,PRT_1,open_field_pv,electricity,kilowatt hour,97902.30673552892
scen_1,PRT_1,open_field_pv,electricity,kilowatt hour,3479381.085011386
scen_1,PRT_1,open_field_pv,electricity,kilowatt hour,4633017.091734198
scen_1,PRT_1,open_field_pv,electricity,kilowatt hour,51280872.08371886
scen_1,PRT_1,open_field_pv,electricity,kilowatt hour,3527680.602562952
scen_1,PRT_1,open_field_pv,electricity,kilowatt hour,7457626.268724541
scen_1,PRT_1,open_field_pv,electricity,kilowatt hour,3176868.5648854165
scen_1,PRT_1,open_field_pv,electricity,kilowatt hour,3668773.946770623
scen_1,PRT_1,open_field_pv,electricity,kilowatt hour,6127165.208731748
scen_1,PRT_1,open_field_pv,electricity,kilowatt hour,29169669590.09751
scen_1,PRT_1,open_field_pv,electricity,kilowatt hour,4305077.909777513
scen_1,PRT_1,open_field_pv,electricity,kilowatt hour,8381134.558272365
scen_1,PRT_1,open_field_pv,electricity,kilowatt hour,83341.07653034382
scen_1,PRT_1,open_field_pv,electricity,kilowatt hour,51193924.85341619
scen_1,PRT_1,open_field_pv,electricity,kilowatt hour,7748779.29719971
scen_1,PRT_1,open_field_pv,electricity,kilowatt hour,100831.43971072414
scen_1,PRT_1,pumped_hydro,electricity,kilowatt hour,6483895954.247361
scen_1,PRT_2,pumped_hydro,electricity,kilowatt hour,901878554.39604
scen_1,PRT_1,roof_mounted_pv,electricity,kilowatt hour,231324.9053029667
scen_1,PRT_1,roof_mounted_pv,electricity,kilowatt hour,242417.96227230315
scen_1,PRT_1,roof_mounted_pv,electricity,kilowatt hour,266609.03614700824
scen_1,PRT_1,roof_mounted_pv,electricity,kilowatt hour,234343.7383000316
scen_1,PRT_1,roof_mounted_pv,electricity,kilowatt hour,247747.99547131697
scen_1,PRT_1,roof_mounted_pv,electricity,kilowatt hour,232132.06637418526
scen_1,PRT_1,roof_mounted_pv,electricity,kilowatt hour,239818.75958117703
scen_1,PRT_1,roof_mounted_pv,electricity,kilowatt hour,215947.91491218726
scen_1,PRT_1,roof_mounted_pv,electricity,kilowatt hour,222270.77114240502
scen_1,PRT_1,roof_mounted_pv,electricity,kilowatt hour,604.2250568713217
scen_1,PRT_1,roof_mounted_pv,electricity,kilowatt hour,226360.06708822315
scen_1,PRT_1,roof_mounted_pv,electricity,kilowatt hour,244440.8362815149
scen_1,PRT_1,roof_mounted_pv,electricity,kilowatt hour,219863.9477785191
scen_1,PRT_1,roof_mounted_pv,electricity,kilowatt hour,228251.51063953296
scen_1,PRT_1,roof_mounted_pv,electricity,kilowatt hour,210511.86854336297
scen_1,PRT_1,roof_mounted_pv,electricity,kilowatt hour,231092.33629654476
scen_1,PRT_1,roof_mounted_pv,electricity,kilowatt hour,238263.12740434718
scen_1,PRT_1,roof_mounted_pv,electricity,kilowatt hour,278076.6634069765
scen_1,PRT_1,waste_supply,waste,kilowatt hour,1028343401.7003499
scen_1,PRT_2,waste_supply,waste,kilowatt hour,1006429123.3276004
scen_1,PRT_1,wind_offshore,electricity,kilowatt hour,450999.9965378163
scen_1,PRT_1,wind_offshore,electricity,kilowatt hour,492668.03781059606
scen_1,PRT_1,wind_offshore,electricity,kilowatt hour,348014.43130741717
scen_1,PRT_1,wind_offshore,electricity,kilowatt hour,413419.14315651736
scen_1,PRT_1,wind_offshore,electricity,kilowatt hour,433755.35991407203
scen_1,PRT_1,wind_offshore,electricity,kilowatt hour,374644.9686003628
scen_1,PRT_1,wind_offshore,electricity,kilowatt hour,59520.624690030025
scen_1,PRT_1,wind_offshore,electricity,kilowatt hour,355492.77801814314
scen_1,PRT_1,wind_offshore,electricity,kilowatt hour,445164.341077415
scen_1,PRT_1,wind_offshore,electricity,kilowatt hour,360239.73614079686
scen_1,PRT_1,wind_offshore,electricity,kilowatt hour,367644.3049330458
scen_1,PRT_1,wind_offshore,electricity,kilowatt hour,542670.4893061062
scen_1,PRT_1,wind_onshore,electricity,kilowatt hour,14399248.200041296
scen_1,PRT_1,wind_onshore,electricity,kilowatt hour,19040452897.793976
scen_1,PRT_1,wind_onshore,electricity,kilowatt hour,6979516874.373905
scen_1,PRT_1,wind_onshore,electricity,kilowatt hour,33574757.63454328
scen_1,PRT_1,wind_onshore,electricity,kilowatt hour,3404703.9829705525
scen_1,PRT_1,wind_onshore,electricity,kilowatt hour,10088948.054447038
scen_1,PRT_1,wind_onshore,electricity,kilowatt hour,20732952.233135432
scen_1,PRT_1,wind_onshore,electricity,kilowatt hour,8907699.630097862
scen_1,PRT_1,wind_onshore,electricity,kilowatt hour,2269837.095997927
scen_1,PRT_1,wind_onshore,electricity,kilowatt hour,93840.14445865368
scen_1,PRT_1,wind_onshore,electricity,kilowatt hour,3281082.5921051586
scen_1,PRT_1,wind_onshore,electricity,kilowatt hour,24654955179.071285
scen_1,PRT_1,wind_onshore,electricity,kilowatt hour,5097677.592461952
scen_1,PRT_1,wind_onshore,electricity,kilowatt hour,3165775.3928149254
scen_1,PRT_1,wind_onshore,electricity,kilowatt hour,16491979110.10677
scen_1,PRT_1,wind_onshore,electricity,kilowatt hour,4690966.510767249
scen_1,PRT_1,wind_onshore,electricity,kilowatt hour,8273316434.169997
scen_1,PRT_1,wind_onshore,electricity,kilowatt hour,557421.1232212303
scen_2,PRT_1,battery,electricity,kilogram,11303324.228880724
scen_2,PRT_2,battery,electricity,kilogram,20146545.650335625
scen_2,PRT_1,biofuel_boiler,heat,megajoule,68558592.67705518
scen_2,PRT_2,biofuel_boiler,heat,megajoule,7233374.038342147
scen_2,PRT_1,biofuel_supply,biofuel,kilogram,1761783186.2590764
scen_2,PRT_2,biofuel_supply,biofuel,kilogram,1837703802.42347
scen_2,PRT_1,biofuel_to_diesel,diesel,kilogram,262418.54059194046
scen_2,PRT_2,biofuel_to_diesel,diesel,kilogram,134552730.2968975
scen_2,PRT_1,biofuel_to_methane,methane,cubic meter,102676974.36435066
scen_2,PRT_2,biofuel_to_methane,methane,cubic meter,82181968.78950547
scen_2,PRT_1,biofuel_to_methanol,methanol,kilogram,121098448.2035594
scen_2,PRT_2,biofuel_to_methanol,methanol,kilogram,976932383.6220161
scen_2,PRT_1,ccgt,electricity,kilowatt hour,446892.1405427088
scen_2,PRT_2,ccgt,electricity,kilowatt hour,1738790.168567454
scen_2,PRT_1,chp_biofuel_extraction,electricity,kilowatt hour,2086745.5304311304
scen_2,PRT_1,chp_biofuel_extraction,heat,megajoule,12471327.655324068
scen_2,PRT_2,chp_biofuel_extraction,electricity,kilowatt hour,1055497.1497798692
scen_2,PRT_2,chp_biofuel_extraction,heat,megajoule,7946343.667217418
scen_2,PRT_1,chp_methane_extraction,electricity,kilowatt hour,680899.1413932813
scen_2,PRT_1,chp_methane_extraction,heat,megajoule,3868698.6963832555
scen_2,PRT_2,chp_methane_extraction,electricity,kilowatt hour,301035.2035157591
scen_2,PRT_2,chp_methane_extraction,heat,megajoule,3560805.541846535
scen_2,PRT_1,chp_wte_back_pressure,electricity,kilowatt hour,223229054.3422234
scen_2,PRT_1,chp_wte_back_pressure,heat,megajoule,731130.9529940641
scen_2,PRT_2,chp_wte_back_pressure,electricity,kilowatt hour,218473655.93554088
scen_2,PRT_2,chp_wte_back_pressure,heat,megajoule,821781.6258678731
scen_2,PRT_ESP-sink,el_import,electricity,kilowatt hour,21566956494.682472
scen_2,PRT_1,existing_pv,electricity,kilowatt hour,313131454.27824074
scen_2,PRT_1,existing_pv,electricity,kilowatt hour,159646591.8796044
scen_2,PRT_1,existing_pv,electricity,kilowatt hour,310258563.5671973
scen_2,PRT_1,existing_pv,electricity,kilowatt hour,816268413.8295977
scen_2,PRT_1,existing_pv,electricity,kilowatt hour,172587263.11828795
scen_2,PRT_1,existing_wind,electricity,kilowatt hour,350921466.8633717
scen_2,PRT_1,existing_wind,electricity,kilowatt hour,1476484859.7983508
scen_2,PRT_1,existing_wind,electricity,kilowatt hour,361460620.02110106
scen_2,PRT_1,existing_wind,electricity,kilowatt hour,337509828.90308166
scen_2,PRT_1,existing_wind,electricity,kilowatt hour,94978271.9600286
scen_2,PRT_1,existing_wind,electricity,kilowatt hour,288109982.3477767
scen_2,PRT_1,existing_wind,electricity,kilowatt hour,2460068164.8286314
scen_2,PRT_1,existing_wind,electricity,kilowatt hour,2027655310.4302053
scen_2,PRT_1,existing_wind,electricity,kilowatt hour,493049.1315849866
scen_2,PRT_1,existing_wind,electricity,kilowatt hour,2354356632.8341184
scen_2,PRT_1,existing_wind,electricity,kilowatt hour,497733788.26756084
scen_2,PRT_1,existing_wind,electricity,kilowatt hour,1020319485.6524003
scen_2,PRT_1,existing_wind,electricity,kilowatt hour,501539019.82661986
scen_2,PRT_1,existing_wind,electricity,kilowatt hour,2123107023.1147332
scen_2,PRT_1,existing_wind,electricity,kilowatt hour,1438596760.7810328
scen_2,PRT_1,existing_wind,electricity,kilowatt hour,914382485.1837628
scen_2,PRT_1,heat_storage_big,heat,unit,283602.0324663272
scen_2,PRT_2,heat_storage_big,heat,unit,380336.54366084083
scen_2,PRT_1,heat_storage_small,heat,unit,7050391.320111336
scen_2,PRT_2,heat_storage_small,heat,unit,598393524.1729083
scen_2,PRT_1,hydro_reservoir,electricity,kilowatt hour,2163086249.954603
scen_2,PRT_2,hydro_reservoir,electricity,kilowatt hour,394468615.69691944
scen_2,PRT_1,hydro_run_of_river,electricity,kilowatt hour,2680688334.3582506
scen_2,PRT_2,hydro_run_of_river,electricity,kilowatt hour,365239627.7696657
scen_2,PRT_1,methane_boiler,heat,megajoule,7409123.0917630885
scen_2,PRT_2,methane_boiler,heat,megajoule,2320555.159678537
scen_2,PRT_1,methane_storage,methane,unit,2821.586605255434
scen_2,PRT_2,methane_storage,methane,unit,2919.4684708413165
scen_2,PRT_1,open_field_pv,electricity,kilowatt hour,3693837.163264987
scen_2,PRT_1,open_field_pv,electricity,kilowatt hour,5027509.505056512
scen_2,PRT_1,open_field_pv,electricity,kilowatt hour,1320077.0340567357
scen_2,PRT_1,open_field_pv,electricity,kilowatt hour,1243927.8697193572
scen_2,PRT_1,open_field_pv,electricity,kilowatt hour,2921624.2623855155
scen_2,PRT_1,open_field_pv,electricity,kilowatt hour,1149396.4614218776
scen_2,PRT_1,open_field_pv,electricity,kilowatt hour,1627081.2574564728
scen_2,PRT_1,open_field_pv,electricity,kilowatt hour,1145469.8424070752
scen_2,PRT_1,open_field_pv,electricity,kilowatt hour,789205.9276670734
scen_2,PRT_1,open_field_pv,electricity,kilowatt hour,962570.9875415369
scen_2,PRT_1,open_field_pv,electricity,kilowatt hour,4879252.202930856
scen_2,PRT_1,open_field_pv,electricity,kilowatt hour,1335381.987029991
scen_2,PRT_1,open_field_pv,electricity,kilowatt hour,1010072.6244167798
scen_2,PRT_1,open_field_pv,electricity,kilowatt hour,3951528.7575773858
scen_2,PRT_1,open_field_pv,electricity,kilowatt hour,2334389.397260501
scen_2,PRT_1,open_field_pv,electricity,kilowatt hour,1580165.7352641292
scen_2,PRT_1,open_field_pv,electricity,kilowatt hour,3842069824.1177187
scen_2,PRT_1,pumped_hydro,electricity,kilowatt hour,3865453606.716496
scen_2,PRT_2,pumped_hydro,electricity,kilowatt hour,457762020.430567
scen_2,PRT_1,roof_mounted_pv,electricity,kilowatt hour,478799.94048674504
scen_2,PRT_1,roof_mounted_pv,electricity,kilowatt hour,499154.8841870653
scen_2,PRT_1,roof_mounted_pv,electricity,kilowatt hour,535165.8699321833
scen_2,PRT_1,roof_mounted_pv,electricity,kilowatt hour,507404.1607042619
scen_2,PRT_1,roof_mounted_pv,electricity,kilowatt hour,495642.1951955563
scen_2,PRT_1,roof_mounted_pv,electricity,kilowatt hour,492447.6629775131
scen_2,PRT_1,roof_mounted_pv,electricity,kilowatt hour,500003.70673046727
scen_2,PRT_1,roof_mounted_pv,electricity,kilowatt hour,456652.84563382395
scen_2,PRT_1,roof_mounted_pv,electricity,kilowatt hour,448070.5304203192
scen_2,PRT_1,roof_mounted_pv,electricity,kilowatt hour,1992.4891967192116
scen_2,PRT_1,roof_mounted_pv,electricity,kilowatt hour,472310.28385536565
scen_2,PRT_1,roof_mounted_pv,electricity,kilowatt hour,489683.71777734644
scen_2,PRT_1,roof_mounted_pv,electricity,kilowatt hour,452139.1087856583
scen_2,PRT_1,roof_mounted_pv,electricity,kilowatt hour,452729.08107788267
scen_2,PRT_1,roof_mounted_pv,electricity,kilowatt hour,441436.2023525748
scen_2,PRT_1,roof_mounted_pv,electricity,kilowatt hour,476790.3850592375
scen_2,PRT_1,roof_mounted_pv,electricity,kilowatt hour,484547.43321987
scen_2,PRT_1,roof_mounted_pv,electricity,kilowatt hour,537580.0302153609
scen_2,PRT_1,waste_supply,waste,kilowatt hour,1028705319.5494164
scen_2,PRT_2,waste_supply,waste,kilowatt hour,1006791041.1776078
scen_2,PRT_1,wind_offshore,electricity,kilowatt hour,1108227.06591654
scen_2,PRT_1,wind_offshore,electricity,kilowatt hour,1270224.1266927242
scen_2,PRT_1,wind_offshore,electricity,kilowatt hour,939792.6497162635
scen_2,PRT_1,wind_offshore,electricity,kilowatt hour,1146139.9382272803
scen_2,PRT_1,wind_offshore,electricity,kilowatt hour,1106517.8325324792
scen_2,PRT_1,wind_offshore,electricity,kilowatt hour,977379.4183591234
scen_2,PRT_1,wind_offshore,electricity,kilowatt hour,117904.9652107618
scen_2,PRT_1,wind_offshore,electricity,kilowatt hour,1052493.4934130486
